GIS_ACRES,DURATION,ALARM_DATE,lat,lon,LC_Type1,LST_Day_1km,NDVI,ET_500m,Percent_Tree_Cover,om_temp_max_c,om_wind_speed_max_ms,om_soil_temp_mean_c,om_rel_humidity_mean,om_vpd_max_kpa,om_soil_moisture_0_7cm_mean,om_wind_dir_dominant_deg
12.298944,0.0,2018-02-08 00:00:00+00:00,32.55679297552145,-116.87111460310216,10.0,32.4,0.3166,2.0,7.0,27.39900016784668,10.163227081298828,18.259416580200195,15.469033241271973,3.308741569519043,0.0780000165104866,40.17565536499024
23.325134,1.0,2021-07-15 00:00:00+00:00,32.57529889917119,-116.6564733992296,10.0,38.6,0.252,4.8,8.0,31.75950050354004,17.41447639465332,33.74699401855469,49.26074600219727,3.324148178100586,0.0699166804552078,258.2725524902344
19.736109,0.0,2006-07-15 00:00:00+00:00,32.57898934253057,-116.60367620973244,10.0,44.0,0.2113,1.7,3.0,37.09999847412109,13.708391189575195,35.295833587646484,39.843074798583984,4.847146034240723,0.082791656255722,277.2205810546875
270.63254,0.0,2002-02-26 00:00:00+00:00,32.64456410717625,-116.69202534534578,10.0,30.7,0.382,2.7,4.0,27.19700050354004,15.844088554382324,19.307416915893555,34.34257125854492,3.3000600337982178,0.0598333291709423,65.38465118408203
123.6037,2.0,2005-07-14 00:00:00+00:00,32.67786743211087,-116.63843394122192,6.0,38.6,0.5861,9.3,20.0,33.67799758911133,11.726277351379396,31.590505599975582,41.49518585205078,3.86589241027832,0.0820000097155571,308.22271728515625
270.07477,1.0,2014-03-08 00:00:00+00:00,32.81366770555402,-116.49329872731722,6.0,20.2,0.5184,3.9,17.0,19.39249992370605,23.565568923950195,13.39041805267334,38.015872955322266,1.8892426490783687,0.2873750030994415,59.86695098876953
122.72171,3.0,2006-07-14 00:00:00+00:00,32.82174082994416,-116.5438657852266,6.0,43.6,0.4613,2.8,9.0,35.91749954223633,12.979984283447266,28.71125221252441,35.95000076293945,4.74518632888794,0.1179583594202995,269.4628601074219
30.621279,4.0,2006-02-08 00:00:00+00:00,33.08302151445795,-116.60604755140028,9.0,21.5,0.4188,4.2,18.0,20.655500411987305,15.192682266235352,12.147167205810549,10.19258975982666,2.3128628730773926,0.0900000110268592,53.18429565429688
30.286394,3.0,2019-03-13 00:00:00+00:00,33.0542196490686,-115.33906465487163,12.0,26.6,0.616,5.4,3.0,21.773500442504883,31.072816848754883,18.32141876220703,43.98370742797852,2.308675527572632,0.056999996304512,268.6755065917969
269.65573,1.0,2006-07-15 00:00:00+00:00,33.097254180281645,-116.52207870318996,10.0,44.8,0.2364,0.5,4.0,41.17900085449219,12.287554740905762,41.26025772094727,26.24088478088379,6.777993202209473,0.0211666654795408,263.2574462890625
177.29681,0.0,2010-07-15 00:00:00+00:00,33.13963512800219,-116.52398594385234,7.0,47.6,0.1951,1.3,1.0,38.85749816894531,12.605141639709473,38.3970832824707,33.482913970947266,5.566962718963623,0.0329166688024997,201.21417236328125
2.7875617,0.0,2006-02-09 00:00:00+00:00,33.26883973673085,-117.17173373890137,9.0,25.1,0.5088,4.9,12.0,27.559499740600582,13.089353561401367,16.611581802368164,30.00200843811035,3.247953176498413,0.1147500053048133,185.35569763183597
23.200613,0.0,2002-02-09 00:00:00+00:00,33.32847984101686,-116.9653070802172,6.0,23.6,0.4001,2.4,8.0,20.65250015258789,15.97848415374756,10.702499389648438,62.43343734741211,2.174722671508789,0.158624991774559,56.48332977294922
5663.1167,3.0,2002-02-10 00:00:00+00:00,33.39450629564705,-117.27225881752774,6.0,24.6,0.3184,4.7,15.0,22.722000122070312,14.345897674560549,13.744917869567873,27.32744407653809,2.455244779586792,0.1245833337306976,29.017147064208984
23.973005,1.0,2015-07-16 00:00:00+00:00,33.210554039348075,-116.73255803851916,9.0,46.4,0.3219,6.2,13.0,30.15699958801269,10.13769245147705,22.779916763305664,48.91868209838867,3.2389822006225586,0.1276250183582306,238.6517791748047
6.2608194,0.0,2021-07-15 00:00:00+00:00,33.54107516310483,-117.6526340490561,9.0,31.5,0.3163,6.4,7.0,27.535499572753903,11.98859405517578,26.439666748046875,72.67857360839844,2.1825437545776367,0.0969166755676269,203.19859313964844
154.62067,9.0,2022-02-10 00:00:00+00:00,33.5614628034751,-117.8056705232314,10.0,26.4,0.5446,3.7,8.0,31.32749938964844,32.23357009887695,22.35874938964844,14.1642484664917,4.145270824432373,0.093249998986721,23.466102600097656
13.008084,,2020-03-06 00:00:00+00:00,33.61939809381264,-117.35059668603692,9.0,16.5,0.5448,11.4,20.0,21.923999786376957,10.464797019958496,12.661498069763184,51.55130386352539,2.037421703338623,0.148375004529953,240.33335876464844
2.3760936,0.0,2016-07-16 00:00:00+00:00,33.6412160297258,-117.36099426122723,6.0,45.0,0.2826,4.7,9.0,30.796998977661133,11.753876686096191,27.097000122070312,60.885650634765625,3.1158339977264404,0.1082499995827674,226.2682647705078
79.419426,0.0,2010-07-15 00:00:00+00:00,33.619010000798575,-116.902442790525,10.0,42.0,0.243,3.4,2.0,38.04600143432617,9.65981388092041,30.32308387756348,43.70785140991211,4.936347484588623,0.1069166660308837,222.2444610595703
522.2162,3.0,2010-07-15 00:00:00+00:00,33.66402036976741,-117.00358772889784,7.0,40.6,0.2351,2.8,4.0,39.066497802734375,10.446206092834473,31.518585205078125,44.90340042114258,5.303803443908691,0.0971249863505363,221.03521728515625
0.2644691,0.0,2012-03-03 00:00:00+00:00,33.95614836120854,-117.89723612780456,10.0,30.2,0.4633,6.1,5.0,23.56450080871582,10.787993431091309,11.94991683959961,28.464006423950195,2.5235402584075928,0.1545000076293945,23.928232192993164
552.538,25.0,2022-03-02 00:00:00+00:00,33.703774454341065,-117.5146442963192,10.0,22.8,0.7071,8.0,12.0,23.423999786376957,10.245779991149902,10.463583946228027,18.81297492980957,2.497281312942505,0.1957916617393493,254.51138305664065
27523.666,15.0,2013-07-15 00:00:00+00:00,33.72475901682933,-116.61956769435848,10.0,33.2,0.5939,2.5,26.0,25.651498794555664,12.904882431030272,20.868167877197266,38.674442291259766,2.569218158721924,0.142625018954277,247.96371459960935
19.093983,0.0,2014-02-17 00:00:00+00:00,33.75856663811367,-117.30300726351072,10.0,31.7,0.1993,1.7,7.0,22.54400062561035,13.044721603393556,17.19608497619629,54.8193473815918,1.9744086265563965,0.0524999983608722,185.44021606445312
334.58276,8.0,2023-07-15 00:00:00+00:00,33.80768287555546,-117.3491876497316,10.0,44.2,0.1686,3.8,3.0,39.385498046875,14.058449745178224,34.979244232177734,25.94876289367676,5.918883323669434,0.0770000144839286,336.3802490234375
8354.776,9.0,2023-07-14 00:00:00+00:00,33.89147285611622,-117.02137829200896,10.0,45.5,0.1619,1.8,1.0,37.62649917602539,22.17144012451172,32.14107894897461,22.79546356201172,5.6417741775512695,0.0839999988675117,314.7177429199219
104.02066,9.0,2023-07-14 00:00:00+00:00,33.902660289219384,-116.94219930456966,10.0,45.0,0.3121,3.0,3.0,35.5004997253418,16.51690101623535,27.72758674621582,23.477052688598636,5.035646438598633,0.085999995470047,284.6277770996094
1618.0792,2.0,2007-03-11 00:00:00+00:00,33.8273432498864,-117.7465124907708,10.0,31.3,0.3145,3.4,8.0,30.982500076293945,10.182336807250977,17.942916870117188,55.349979400634766,3.9594390392303462,0.1101250126957893,56.65922164916992
777.51404,1.0,2007-03-11 00:00:00+00:00,33.83894748008538,-117.4870962149212,10.0,39.8,0.2188,1.6,3.0,31.54599952697754,10.182336807250977,17.51474952697754,48.43764877319336,4.242517948150635,0.1100833341479301,56.65922164916992
2234.3599,3.0,2002-02-09 00:00:00+00:00,33.85107150055244,-117.6844513522194,6.0,21.5,0.544,3.4,3.0,20.665000915527344,19.862083435058597,11.515002250671388,68.08606719970703,2.120595932006836,0.1535833179950714,42.1135139465332
362.23776,2.0,2013-02-28 00:00:00+00:00,33.97152880394966,-117.4198017183016,10.0,31.2,0.347,3.4,14.0,24.323501586914062,9.164103507995604,10.18183422088623,39.39544296264648,2.669003486633301,0.152875006198883,44.670711517333984
435.68396,9.0,2023-07-14 00:00:00+00:00,33.9741928350134,-117.21446933241266,10.0,44.6,0.2082,2.9,5.0,35.484500885009766,19.130874633789062,29.940750122070312,21.823347091674805,5.001804351806641,0.0839999988675117,300.48663330078125
0.62875485,0.0,2012-01-26 00:00:00+00:00,33.37617779302059,-118.39591916642922,9.0,24.4,0.5266,7.3,7.0,19.25900077819824,16.862455368041992,12.375664710998535,70.26665496826172,1.0622767210006714,0.1078749895095825,293.08062744140625
1.2048074,0.0,2015-03-13 00:00:00+00:00,34.04806057646367,-118.59801506478262,6.0,32.2,0.6378,11.4,14.0,30.590499877929688,19.85556030273437,20.709251403808597,34.5745735168457,3.95997953414917,0.1115416586399078,25.916282653808597
0.085204504,0.0,2013-03-11 00:00:00+00:00,34.117576191130695,-118.63268289712592,10.0,27.2,0.544,9.6,17.0,22.32599830627441,8.90590763092041,14.86558437347412,56.15944290161133,2.1217968463897705,0.1740000247955322,16.2976131439209
2.0338473,0.0,2016-02-07 00:00:00+00:00,34.234395964894766,-119.09460870060032,12.0,27.4,0.3091,4.7,4.0,25.19599914550781,11.92355728149414,14.237666130065918,45.884220123291016,2.538893222808838,0.2437499910593032,24.068716049194336
0.025269888,0.0,2018-02-13 00:00:00+00:00,34.05061515829421,-118.64552472725288,10.0,16.3,0.4753,6.7,15.0,14.835000038146973,13.202726364135742,12.72874927520752,71.9278335571289,0.9773694276809692,0.1511250138282776,101.46669006347656
36.625008,1.0,2006-02-08 00:00:00+00:00,34.08152252572938,-118.76128882287756,6.0,24.9,0.512,7.5,17.0,26.02899932861328,15.62997055053711,13.26858615875244,25.832365036010746,3.1251442432403564,0.0993750095367431,17.629487991333008
1.5029616,0.0,2009-07-14 00:00:00+00:00,34.09967198859144,-118.71554402733815,10.0,35.0,0.368,8.2,8.0,30.125,15.141413688659668,25.95208168029785,57.46968460083008,2.7928714752197266,0.1210000291466713,224.6636199951172
78.704575,1.0,2016-07-14 00:00:00+00:00,34.14770206824613,-118.86730955948492,6.0,43.1,0.2148,5.9,9.0,27.038000106811523,11.808877944946287,27.590085983276367,67.23241424560547,1.939368486404419,0.0886666700243949,197.0611572265625
36.24531,,2001-07-15 00:00:00+00:00,34.159280128203655,-117.83443540376618,10.0,29.1,0.4707,11.7,12.0,27.381500244140625,11.525623321533203,25.904417037963867,62.91447830200195,2.290595293045044,0.0749166831374168,213.0579833984375
4.2598147,1.0,2021-03-05 00:00:00+00:00,34.284557731493656,-118.85951293345916,9.0,31.2,0.4357,3.6,14.0,25.965499877929688,19.523155212402344,13.438416481018066,53.34504699707031,2.919936418533325,0.1256666630506515,79.8380126953125
58.85123,0.0,2011-07-15 00:00:00+00:00,34.29469059653291,-118.8195861556848,10.0,36.5,0.2409,6.1,6.0,23.23499870300293,15.192682266235352,21.220415115356445,77.61993408203125,1.4204782247543335,0.1043333411216735,231.5039520263672
168.09772,1.0,2013-07-16 00:00:00+00:00,33.98041871508302,-117.15089276339172,10.0,44.0,0.1723,1.5,4.0,33.380001068115234,11.792404174804688,30.96958351135254,30.70609474182129,4.62331485748291,0.0770000144839286,222.5633087158203
520.8995,1.0,2006-07-14 00:00:00+00:00,34.01043657221222,-117.14222521794504,10.0,47.9,0.2462,1.0,8.0,38.03300094604492,10.29625129699707,32.87257766723633,32.89247512817383,5.434469223022461,0.0770000144839286,231.19488525390625
460.28958,0.0,2017-07-14 00:00:00+00:00,34.0939544394561,-117.09079817449886,10.0,45.9,0.2599,2.5,4.0,34.406002044677734,14.264361381530762,30.678916931152344,43.29532241821289,4.014276504516602,0.07549998909235,273.0527648925781
477.11142,3.0,2006-01-23 00:00:00+00:00,34.17290656469182,-117.123881359398,10.0,15.5,0.6012,3.5,20.0,13.081000328063965,18.720001220703125,6.4018330574035645,26.780149459838867,1.3379517793655396,0.1817499846220016,23.96913146972656
0.76601404,0.0,2018-01-28 00:00:00+00:00,34.29191264926538,-118.96310905513546,9.0,25.5,0.5568,6.3,3.0,26.20599937438965,36.74469757080078,18.314332962036133,17.031042098999023,2.9271798133850098,0.0824166759848594,45.10776138305664
0.16792823,0.0,2018-02-15 00:00:00+00:00,34.38511311710185,-118.88096440719896,9.0,26.8,0.6994,4.7,2.0,21.420000076293945,25.779619216918945,15.261666297912598,57.61326599121094,2.1121315956115723,0.1185416579246521,42.78792572021485
0.2350992,0.0,2018-02-07 00:00:00+00:00,34.40129516789,-118.84482015592594,9.0,30.9,0.4735,5.1,1.0,27.401498794555664,22.148046493530277,18.69108390808105,18.99410057067871,3.171365261077881,0.0975833311676979,29.224348068237305
4.1140103,0.0,2012-02-09 00:00:00+00:00,34.43653824881752,-118.7032541351961,10.0,28.8,0.3184,2.6,3.0,26.13349914550781,11.01388168334961,13.773082733154297,39.44482803344727,2.9511632919311523,0.0994583591818809,5.207381725311279
20.417542,0.0,2007-07-15 00:00:00+00:00,34.42688124020178,-118.35591217218511,6.0,45.8,0.3584,2.7,20.0,31.982500076293945,13.10419750213623,32.15542221069336,54.76089477539063,3.349129676818848,0.0759999826550483,206.63722229003903
1.1716934,0.0,2021-02-02 00:00:00+00:00,34.45596295942283,-118.57613282719215,13.0,24.1,0.2625,2.6,2.0,19.321001052856445,9.164103507995604,12.496001243591309,53.59857177734375,1.360588550567627,0.2786249816417694,357.4171142578125
171.88672,,2000-02-25 00:00:00+00:00,34.465403006789685,-118.31069013566504,,16.5,0.3058,6.5,6.0,12.425999641418455,9.686609268188477,8.5885009765625,77.34882354736328,0.6503515243530273,0.3733333349227905,195.12405395507807
6.0908103,1.0,2012-03-11 00:00:00+00:00,34.548623483183015,-118.33622078326428,7.0,22.6,0.4068,2.9,8.0,18.390501022338867,14.529914855957031,13.886333465576172,51.17757797241211,1.7384916543960571,0.1048750206828117,202.9637908935547
123.76858,5.0,2022-03-12 00:00:00+00:00,34.48919604037031,-120.28099414349823,6.0,22.1,0.712,12.8,5.0,19.640499114990234,23.42490768432617,14.85300064086914,43.85749816894531,1.4363137483596802,0.1862916797399521,335.8846130371094
0.89392745,0.0,2002-02-21 00:00:00+00:00,34.68567975996925,-120.5350052496563,10.0,27.5,0.5659,10.0,6.0,21.85300064086914,26.758922576904297,14.7342529296875,71.23127746582031,1.4642609357833862,0.2007083147764206,358.5777893066406
131.31725,1.0,2019-07-14 00:00:00+00:00,34.34883916816934,-118.96969242350424,12.0,38.5,0.3665,4.0,10.0,31.017000198364254,15.778515815734863,24.952417373657227,64.20771789550781,2.906928300857544,0.1094166338443756,236.9292755126953
1.5472859,1.0,2022-03-16 00:00:00+00:00,34.390537605480375,-118.9174818757068,13.0,32.5,0.2306,3.6,0.0,26.40650177001953,19.201873779296875,22.67733192443848,43.25666427612305,2.793125867843628,0.0869583487510681,9.05383014678955
0.055349458,0.0,2015-02-09 00:00:00+00:00,34.384806832461955,-119.36231511170472,10.0,19.7,0.6512,8.5,14.0,22.28300094604492,14.145755767822266,16.093416213989258,79.33246612548828,1.5888069868087769,0.2687083184719085,266.0995788574219
11.427398,3.0,2012-03-09 00:00:00+00:00,34.53539774551589,-119.7546135285594,8.0,28.2,0.6251,6.8,23.0,24.540498733520508,17.02689552307129,15.003003120422363,23.71185111999512,2.745238780975342,0.1640416830778122,348.3015441894531
2.77828,0.0,2002-02-21 00:00:00+00:00,34.78890325667738,-120.578678990357,10.0,26.4,0.554,8.5,4.0,20.89550018310547,26.758922576904297,14.601750373840332,74.19393920898438,1.2227760553359983,0.2193749994039535,358.5777893066406
25.532444,2.0,2022-07-15 00:00:00+00:00,35.0243217728646,-120.467747828571,10.0,41.1,0.3443,6.6,6.0,25.285999298095703,11.65977668762207,23.246416091918945,69.10259246826172,1.94484281539917,0.0939166545867919,247.6391143798828
356.63986,3.0,2024-07-14 00:00:00+00:00,35.34651298693956,-119.33526290576394,12.0,41.6,0.1837,0.8,1.0,45.46249771118164,18.28927421569824,37.1833381652832,23.943498611450195,8.850584030151367,0.1340000480413437,340.0333557128906
1.9862986,0.0,2022-07-15 00:00:00+00:00,34.92069915022301,-118.92585139726462,10.0,51.2,0.1936,0.6,2.0,37.71549987792969,13.358860969543455,31.842588424682617,25.88397216796875,5.420012950897217,0.127000018954277,358.0474853515625
15.475764,0.0,2024-07-15 00:00:00+00:00,34.99963909558604,-118.33589558152012,10.0,51.7,0.2381,1.4,1.0,35.54600143432617,18.998313903808597,34.393917083740234,25.49349975585937,4.9583892822265625,0.0249166693538427,219.6022186279297
9.619454,0.0,2020-07-15 00:00:00+00:00,35.093661449314354,-118.27160046242548,7.0,48.8,0.2373,1.1,0.0,32.02899932861328,20.63022994995117,31.05608367919922,23.17931365966797,3.866913080215454,0.1070000231266021,297.75836181640625
466.68008,1.0,2004-07-14 00:00:00+00:00,35.08955347565004,-118.31632387879544,10.0,45.6,0.301,1.3,2.0,32.150001525878906,14.058449745178224,30.995834350585938,30.846281051635746,4.287019729614258,0.085999995470047,241.02305603027344
1.2267588,0.0,2012-02-05 00:00:00+00:00,35.437887499695464,-118.88270057763172,10.0,23.2,0.2736,2.2,0.0,19.42249870300293,8.089993476867676,9.091249465942385,53.22587585449219,1.715851664543152,0.2476667165756225,67.78606414794922
1.8073028,0.0,2020-07-15 00:00:00+00:00,35.16251482408933,-118.47575670844998,10.0,47.3,0.2811,1.2,5.0,30.212499618530277,15.683775901794434,29.18541717529297,26.18020820617676,3.458534002304077,0.0883333384990692,267.1170349121094
834.3141,0.0,2003-07-15 00:00:00+00:00,35.177214783693685,-118.4698608650057,10.0,48.9,0.3384,1.2,5.0,34.076499938964844,11.620808601379396,29.48066711425781,37.44400787353516,4.2672529220581055,0.1050000116229057,281.03668212890625
5.0401454,2.0,2024-07-14 00:00:00+00:00,35.47579872941353,-118.59508981831038,10.0,29.7,0.6816,3.7,42.0,30.214500427246094,12.218805313110352,22.779083251953125,28.96037101745605,3.5841047763824463,0.1379166394472122,218.271484375
551.71515,3.0,2010-07-15 00:00:00+00:00,35.56283865069168,-118.515361309894,10.0,39.6,0.2368,2.9,3.0,37.10350036621094,11.304228782653809,30.851417541503903,37.79830551147461,5.0146098136901855,0.0688750073313713,307.6029968261719
11.693972,0.0,2006-07-16 00:00:00+00:00,34.28700680783584,-117.08619717286597,7.0,43.5,0.4061,3.6,11.0,33.15449905395508,9.064568519592283,27.34825134277344,31.00151824951172,4.296859264373779,0.1867917031049728,249.0175018310547
13.992201,7.0,2020-02-17 00:00:00+00:00,34.2787196802349,-114.13780679446803,10.0,27.4,0.2867,2.0,2.0,25.22800064086914,15.34968376159668,20.057167053222656,30.70500946044922,2.6462957859039307,0.0,289.44012451171875
5.1360264,2.0,2021-03-19 00:00:00+00:00,35.323231514218755,-115.09889323548892,7.0,32.3,0.1615,2.9,0.0,18.94650077819824,15.459053993225098,12.86941623687744,29.62899208068848,1.613552212715149,0.0520833395421505,240.5726318359375
115.96847,3.0,2002-03-05 00:00:00+00:00,35.836935613832175,-116.2248526461309,7.0,24.9,0.1687,0.1,0.0,20.95499992370605,6.989935398101807,13.975831031799316,6.81437873840332,2.3459599018096924,0.0200000032782554,143.8000946044922
22.817526,0.0,2012-02-10 00:00:00+00:00,35.51281502942325,-119.0928047134025,10.0,28.6,0.3719,6.2,3.0,23.40699958801269,7.628262996673584,14.032000541687012,56.78825759887695,2.1318962574005127,0.1203750148415565,64.01811981201172
2.3814552,0.0,2021-03-01 00:00:00+00:00,35.54633960817213,-118.96329606884856,10.0,34.6,0.2731,2.9,2.0,23.60650062561035,22.2647705078125,15.58358097076416,19.226816177368164,2.7282872200012207,0.0442916713654994,137.82273864746094
178.1577,9.0,2023-07-14 00:00:00+00:00,35.62390006053283,-118.485271503882,7.0,50.0,0.2859,3.0,2.0,41.74649810791016,16.946786880493164,33.20275115966797,17.83667755126953,7.490766525268555,0.040708340704441,254.6530914306641
208.30032,0.0,2005-07-15 00:00:00+00:00,35.62465742787617,-118.81431043659504,10.0,44.2,0.2506,1.1,6.0,37.93149948120117,8.31124496459961,33.39191818237305,16.716489791870117,5.793756008148193,0.0850000083446502,247.3285369873047
0.042383417,0.0,2012-02-09 00:00:00+00:00,35.72230224802197,-118.69029222572614,10.0,20.8,0.3988,3.0,5.0,18.11050033569336,7.072877883911133,8.583415985107422,63.66526412963867,1.3696706295013428,0.2784166634082794,20.64713287353516
95.88905,1.0,2010-07-15 00:00:00+00:00,35.79898870207855,-118.44169258936653,10.0,39.8,0.2114,2.3,1.0,36.16749954223633,8.707237243652344,29.91541862487793,37.55512619018555,4.778712749481201,0.0688750073313713,292.3569030761719
22.432552,0.0,2010-07-15 00:00:00+00:00,36.20423071946567,-118.34508226052472,10.0,30.2,0.431,6.4,18.0,30.607999801635746,9.957107543945312,22.66217041015625,49.51434326171875,3.3630239963531494,0.243916630744934,180.5207977294922
910.11816,4.0,2010-07-16 00:00:00+00:00,35.782469844909954,-117.9669083164679,7.0,47.7,0.2656,1.5,0.0,36.80649948120117,15.856355667114258,36.12942123413086,28.01072883605957,5.339317798614502,0.0240833330899477,181.60223388671875
406.84146,5.0,2013-02-24 00:00:00+00:00,36.599421107926574,-118.0306510975738,7.0,17.7,0.1564,5.1,1.0,10.585999488830566,8.707237243652344,3.965166330337525,42.89631652832031,0.7975127696990967,0.1970416456460952,0.1484248787164688
51.00266,3.0,2024-07-14 00:00:00+00:00,36.58086999440982,-118.0614489372232,10.0,41.2,0.7076,12.2,1.0,35.37750244140625,16.73516082763672,32.95874786376953,31.38471984863281,4.900062561035156,0.0119166644290089,144.0016326904297
77.203224,,2007-07-15 00:00:00+00:00,36.24252420470756,-118.85756113230904,10.0,35.2,0.3771,6.1,14.0,28.13250160217285,9.255571365356444,23.520002365112305,53.973628997802734,2.342245101928711,0.1615000069141388,260.0873107910156
24.69102,0.0,2010-07-15 00:00:00+00:00,36.731356670864336,-118.7315956821414,8.0,16.9,0.6362,7.8,52.0,23.350000381469727,7.342587947845459,17.70625114440918,50.66254806518555,2.048547744750977,0.262874960899353,200.3231964111328
324.3438,94.0,2012-07-15 00:00:00+00:00,36.87581782419856,-118.47567801079818,10.0,26.4,0.4368,5.6,6.0,20.166000366210938,11.04326057434082,21.916000366210938,29.018449783325195,1.9564721584320068,0.1356250047683715,222.45138549804688
440.6908,2.0,2011-03-18 00:00:00+00:00,37.16226353772463,-118.305896341937,7.0,23.2,0.2442,6.2,1.0,10.812000274658203,11.92355728149414,4.807833194732666,41.754024505615234,0.940265417098999,0.3777083158493042,164.74481201171875
943.448,2.0,2009-02-05 00:00:00+00:00,36.91270441364115,-118.19956422697098,10.0,18.7,0.2214,4.3,17.0,11.763999938964844,6.608721733093262,3.511916399002075,40.381290435791016,0.8780683875083923,0.395041674375534,192.2250823974609
257.83228,0.0,2021-03-01 00:00:00+00:00,36.99394365233842,-118.22631393858624,10.0,23.5,0.1499,2.1,0.0,12.004499435424805,10.587918281555176,4.9795002937316895,29.55510139465332,1.0004734992980957,0.2331250160932541,149.27679443359375
4140.06,10.0,2022-02-16 00:00:00+00:00,37.276057003943485,-118.30812828896262,10.0,18.4,0.1776,2.9,0.0,12.114500045776367,18.161277770996094,6.741583347320557,47.03932189941406,0.9867211580276488,0.0873333439230918,308.2833251953125
13.5680895,0.0,2013-01-27 00:00:00+00:00,37.30751541323309,-118.30572418540952,7.0,11.6,0.1562,5.5,0.0,10.95699977874756,14.51206398010254,1.871583104133606,61.429988861083984,0.6004416942596436,0.340499997138977,280.2289123535156
87.27866,3.0,2008-03-02 00:00:00+00:00,37.31439712193562,-118.31110116546536,7.0,12.1,0.1354,2.6,0.0,10.156999588012695,7.993297576904297,1.8111666440963743,56.53903198242188,0.6560041904449463,0.2560000121593475,345.2321472167969
766.731,4.0,2008-03-16 00:00:00+00:00,37.40926885649817,-118.45765064100092,10.0,16.8,0.2374,6.1,3.0,2.1435000896453857,11.019763946533203,1.449750304222107,69.67032623291016,0.3137639760971069,0.3139166533946991,311.2208557128906
178.44696,,2016-07-12 00:00:00+00:00,37.40184786026612,-119.01551066013197,1.0,33.2,0.5989,9.9,39.0,20.818998336791992,14.241629600524902,14.019000053405762,31.668684005737305,2.025078773498535,0.2591250240802765,241.9275665283203
18.332766,2.0,2006-07-15 00:00:00+00:00,37.65702689950461,-118.907258751956,10.0,38.4,0.4668,6.2,20.0,28.0364990234375,12.53813362121582,22.415666580200195,34.70225143432617,3.309309244155884,0.2286667376756668,236.73426818847656
96831.23,138.0,2018-07-13 00:00:00+00:00,37.62895215168736,-119.80502135531196,10.0,33.3,0.4531,3.2,14.0,29.72150039672852,12.101570129394531,24.181915283203125,44.4462890625,3.041465282440185,0.2337916642427444,319.8991394042969
52.125206,0.0,2003-07-16 00:00:00+00:00,35.309665425030495,-120.6955678572468,9.0,32.1,0.4261,3.5,14.0,31.342498779296875,16.676977157592773,26.51958274841309,64.79730224609375,2.809442043304444,0.1210000291466713,296.6619873046875
10.820319,0.0,2016-07-15 00:00:00+00:00,35.520984350510496,-120.80818057168868,10.0,27.8,0.4461,10.2,16.0,23.878999710083008,12.682018280029297,22.972749710083008,73.4257583618164,1.5290322303771973,0.1370000094175338,225.85498046875
40.41796,2.0,2023-07-15 00:00:00+00:00,35.87758510279885,-120.56955679642816,10.0,44.4,0.3244,1.9,5.0,40.53150177001953,12.904882431030272,30.448165893554688,24.889368057250977,6.497315883636475,0.2140000462532043,327.36248779296875
13.797607,0.0,2021-02-21 00:00:00+00:00,35.96517341946255,-120.6199501293152,10.0,19.4,0.4643,4.4,9.0,16.572498321533203,17.782686233520508,9.53083324432373,62.4882926940918,1.2981064319610596,0.225666657090187,13.652104377746582
29666.955,13.0,2020-07-13 00:00:00+00:00,36.17609800622305,-120.5600232720767,7.0,42.0,0.1895,4.1,8.0,36.21599960327149,17.884428024291992,30.509748458862305,19.86558151245117,5.415657997131348,0.0985000133514404,257.0579528808594
21.090044,0.0,2012-02-04 00:00:00+00:00,36.17072202735632,-120.37963725508529,10.0,23.3,0.2679,2.7,5.0,19.518001556396484,11.212135314941406,10.538832664489746,41.19639587402344,1.9185954332351685,0.1155833303928375,149.45252990722656
50.004982,0.0,2012-07-15 00:00:00+00:00,36.22245820770429,-120.3886599051374,10.0,55.6,0.1528,1.3,1.0,33.78350067138672,9.53150463104248,33.92100143432617,37.2152214050293,4.318194389343262,0.0959999859333038,256.195068359375
