GIS_ACRES,DURATION,ALARM_DATE,lat,lon,LC_Type1,LST_Day_1km,NDVI,ET_500m,Percent_Tree_Cover,om_temp_max_c,om_wind_speed_max_ms,om_soil_temp_mean_c,om_rel_humidity_mean,om_vpd_max_kpa,om_soil_moisture_0_7cm_mean,om_wind_dir_dominant_deg
22.974524,1.0,2003-07-15 00:00:00+00:00,36.09922198432862,-121.41622852806772,8.0,41.8,0.4764,14.8,30.0,29.68899917602539,15.696165084838867,24.484832763671875,43.89713668823242,3.1634154319763184,0.1389999538660049,335.60894775390625
249.07225,0.0,2006-07-15 00:00:00+00:00,36.43927877334885,-121.22795776908376,6.0,40.3,0.2676,3.2,9.0,36.87149810791016,10.829957962036133,30.51941680908203,39.22944259643555,4.96372652053833,0.1084583327174186,316.35577392578125
687.42084,12.0,2022-01-21 00:00:00+00:00,36.38494362343818,-121.8918868311671,8.0,14.8,0.652,8.8,15.0,19.34000015258789,19.45332717895508,13.87125015258789,52.21607971191406,1.5263898372650146,0.2975416779518127,53.25934600830078
190.4012,0.0,2014-03-19 00:00:00+00:00,36.66005900294205,-121.44679796552124,10.0,27.4,0.5517,6.2,9.0,22.977001190185547,10.182336807250977,14.270750999450684,50.32401657104492,2.15227484703064,0.2166249752044677,84.55994415283203
15.676765,0.0,2018-02-17 00:00:00+00:00,36.78679230718839,-121.53321348375334,9.0,21.1,0.6733,4.5,28.0,19.37299919128418,9.255571365356444,10.214667320251465,42.24355697631836,1.7069004774093628,0.1859166771173477,159.4438934326172
36.86267,0.0,2003-07-15 00:00:00+00:00,36.73660378969964,-121.58243468274456,10.0,31.6,0.3161,5.8,6.0,25.58049964904785,13.397611618041992,22.663833618164062,65.64994049072266,1.7584737539291382,0.131999984383583,273.78155517578125
12.290551,0.0,2019-07-15 00:00:00+00:00,37.62236315342204,-120.54497045796651,12.0,33.5,0.2483,3.9,5.0,37.05400085449219,16.793140411376953,30.795669555664062,35.33149337768555,5.367595195770264,0.1210000291466713,309.2593688964844
5.0885396,0.0,2004-07-16 00:00:00+00:00,37.67116434362104,-120.46857194811255,10.0,43.5,0.2836,1.7,4.0,34.84600067138672,15.509273529052734,31.168916702270508,34.844520568847656,4.797359943389893,0.1080000177025795,325.5084228515625
16.194466,3.0,2008-03-21 00:00:00+00:00,35.26254090946015,-120.51615268220074,6.0,18.2,0.6237,12.5,30.0,21.54750061035156,18.161277770996094,13.73083209991455,43.79728317260742,2.050396203994751,0.2261250019073486,24.09867286682129
616.9758,2.0,2012-07-16 00:00:00+00:00,35.39567029655274,-120.54195746823991,6.0,29.3,0.4725,10.2,8.0,23.39249992370605,15.62997055053711,21.788331985473636,70.6290283203125,1.5472230911254885,0.1340000480413437,235.67965698242188
4044.1243,0.0,2024-07-15 00:00:00+00:00,35.63774889185898,-119.65500006096808,12.0,58.4,0.1532,0.6,1.0,41.98500061035156,21.67486953735352,36.08082962036133,23.365562438964844,7.248612880706787,0.1240000128746032,298.0337219238281
121.712875,0.0,2024-07-15 00:00:00+00:00,35.70010251065411,-119.81021774891224,12.0,44.4,0.1842,0.8,0.0,41.50299835205078,25.241107940673828,36.3571662902832,24.70549201965332,7.16232442855835,0.0370000004768371,277.1920471191406
347.29236,1.0,2024-07-15 00:00:00+00:00,35.76903391716855,-119.7819714395348,12.0,44.1,0.225,0.4,1.0,41.8125,26.019805908203125,36.86041259765625,25.280181884765625,7.313112735748291,0.0329999960958957,265.48779296875
25.342293,,2000-07-16 00:00:00+00:00,36.69178659339661,-119.14748423336424,,41.8,0.4922,9.0,14.0,30.266998291015625,11.18320083618164,25.27533531188965,44.39690780639648,3.2490074634552,0.1379999965429306,280.2530822753906
14.3992,1.0,2023-07-14 00:00:00+00:00,36.75731464305284,-119.17473812846838,10.0,42.3,0.3249,0.7,17.0,36.63949966430664,12.239999771118164,29.46241569519043,21.85389709472656,5.234269142150879,0.1427916884422302,328.3487243652344
131.1804,13.0,2016-07-15 00:00:00+00:00,37.00910801864299,-119.58100371305412,10.0,51.1,0.3477,2.4,8.0,37.823001861572266,10.63676643371582,30.51466560363769,25.049753189086918,5.889439582824707,0.1340000480413437,296.2435302734375
1485.0753,3.0,2020-07-15 00:00:00+00:00,36.67473958515888,-120.9989550350248,10.0,41.8,0.2114,2.2,4.0,32.23100280761719,13.281023025512695,27.956003189086918,51.405757904052734,3.7567138671875,0.092916689813137,273.25714111328125
200.08377,0.0,2019-07-15 00:00:00+00:00,37.93912178387853,-120.8314384088638,12.0,43.5,0.2704,1.6,12.0,36.072998046875,15.484185218811035,29.75633430480957,38.84064865112305,5.072660446166992,0.1170000210404396,310.8902893066406
479.27722,3.0,2004-07-15 00:00:00+00:00,37.24668046680402,-121.75335735145669,10.0,41.6,0.2554,3.7,7.0,29.964500427246094,13.10419750213623,24.07075309753418,53.12495803833008,3.3271470069885254,0.1789999604225158,265.62713623046875
50.121784,0.0,2013-07-15 00:00:00+00:00,38.09225071321979,-121.03588682189228,10.0,40.4,0.2977,3.8,6.0,32.03900146484375,14.973576545715332,27.13274955749512,44.12089920043945,3.739845275878906,0.1150000020861625,308.0705871582031
109.66466,0.0,2004-07-16 00:00:00+00:00,37.84395631567428,-120.60127820556936,10.0,40.0,0.2898,2.7,8.0,33.17550277709961,14.689587593078612,29.200498580932617,35.51475143432617,4.354613304138184,0.1099999845027923,312.7041320800781
244.83698,0.0,2004-07-14 00:00:00+00:00,37.92263745245806,-120.46527305596368,10.0,41.4,0.3383,6.8,6.0,31.403499603271484,10.805997848510742,27.43891716003418,43.19790267944336,3.7151286602020255,0.1240000128746032,307.9747619628906
85.49673,0.0,2006-07-16 00:00:00+00:00,38.63089713130943,-120.85031576528564,9.0,42.4,0.4844,5.0,14.0,36.542999267578125,9.904906272888184,27.45133209228516,28.866554260253903,5.169338226318359,0.1749999672174453,233.23081970214844
73.11472,0.0,2022-07-14 00:00:00+00:00,38.55716725695276,-121.13292885088522,10.0,41.9,0.3793,1.6,15.0,37.2239990234375,13.27614402770996,29.20733070373535,46.4421272277832,5.213454246520996,0.0940000042319297,203.8896026611328
935.63196,0.0,2007-07-16 00:00:00+00:00,38.81067683063665,-121.38268823051956,10.0,43.2,0.2493,2.6,3.0,35.586997985839844,16.327497482299805,28.64116477966309,47.96932601928711,4.753985404968262,0.1310000270605087,179.08726501464844
2.438375,0.0,2019-07-14 00:00:00+00:00,38.597146875829694,-120.77928473841652,8.0,35.9,0.4821,15.0,13.0,33.436500549316406,13.830748558044434,25.576082229614254,33.95792388916016,4.503273010253906,0.2549584209918976,196.3360748291016
19.171484,7.0,2008-07-14 00:00:00+00:00,37.21927245086278,-122.11224782263535,2.0,24.0,0.7906,31.0,68.0,24.18249893188477,10.483357429504396,19.6512508392334,73.02075958251953,1.4405792951583862,0.2080000042915344,254.07330322265625
0.69600874,0.0,2016-07-15 00:00:00+00:00,38.12765719314993,-122.7137923607991,2.0,25.7,0.6711,31.9,36.0,21.871000289916992,11.620808601379396,20.09808349609375,81.2696762084961,1.08870530128479,0.1422500163316726,218.79656982421875
196.72179,3.0,2012-02-23 00:00:00+00:00,38.43400254969771,-122.31689591544514,9.0,18.9,0.5239,5.8,12.0,22.659500122070312,22.36640167236328,13.407416343688965,46.91440963745117,2.160297393798828,0.2948333621025085,342.32720947265625
129.0111,0.0,2007-07-15 00:00:00+00:00,38.84469843120066,-122.55286673371772,10.0,41.3,0.3713,10.1,15.0,32.2599983215332,13.684735298156738,25.207918167114254,47.26891708374024,3.680119514465332,0.1400000303983688,252.8971710205078
2.159534,0.0,2020-02-12 00:00:00+00:00,38.71982117298364,-123.37917357113956,8.0,15.8,0.6816,10.9,22.0,18.45950126647949,20.54840087890625,12.39908504486084,67.15091705322266,0.8859339356422424,0.2605000138282776,17.241546630859375
104.18044,0.0,2014-01-22 00:00:00+00:00,38.78933095875445,-121.43690685844604,12.0,20.5,0.2419,0.9,4.0,19.864999771118164,9.360000610351562,9.473332405090332,54.40571594238281,1.749787449836731,0.1699583530426025,349.4389953613281
642.64557,1.0,2009-07-15 00:00:00+00:00,38.93306560334132,-120.98891922561376,10.0,39.8,0.3425,2.9,18.0,37.705997467041016,10.948972702026367,30.51849937438965,24.95098304748535,5.884201526641846,0.1390833109617233,156.6407470703125
15.139179,3.0,2022-03-08 00:00:00+00:00,38.98282949948414,-120.77778850367784,1.0,11.7,0.7447,7.9,53.0,15.237000465393066,15.13713264465332,6.134916305541992,50.20708847045898,1.2494698762893677,0.3678750097751617,55.568809509277344
35.28005,36.0,2015-01-24 00:00:00+00:00,38.96866413706741,-120.6293727934342,1.0,17.5,0.7897,6.2,64.0,17.12299919128418,20.491559982299805,8.322999000549316,44.40040588378906,1.455047369003296,0.3964999616146087,71.71989440917969
44.545002,36.0,2015-01-24 00:00:00+00:00,39.01082790175277,-120.58876327772508,1.0,15.5,0.8523,5.9,53.0,15.657499313354492,19.809812545776367,7.386667251586914,47.43564987182617,1.2962532043457031,0.4111666977405548,70.70980072021484
376.9104,1.0,2020-07-15 00:00:00+00:00,39.12976058266008,-121.36958425775072,10.0,40.5,0.2116,0.9,5.0,36.70699691772461,15.546833038330078,30.82366752624512,42.55743789672852,4.8488874435424805,0.1125416681170463,177.11512756347656
20.034046,0.0,2015-07-14 00:00:00+00:00,39.19572819203034,-121.36227002221464,10.0,49.0,0.2412,1.7,2.0,32.930999755859375,10.495713233947754,29.56641960144043,43.4833869934082,3.950228214263916,0.1079166904091835,171.96435546875
33.97389,1.0,2020-03-10 00:00:00+00:00,39.39917065260201,-121.3171636073627,8.0,20.4,0.6599,10.8,25.0,19.91800117492676,15.188414573669434,9.3325834274292,61.28196716308594,1.6274354457855225,0.4048333466053009,26.25234031677246
47.618317,4.0,2020-03-03 00:00:00+00:00,39.45882175925818,-121.13271836551714,1.0,18.7,0.7491,15.7,54.0,23.603500366210938,19.17147827148437,12.080584526062012,35.672401428222656,2.366244316101074,0.304375022649765,25.8072452545166
17.689049,3.0,2024-07-15 00:00:00+00:00,39.549221642906666,-121.35204861350958,9.0,37.0,0.4279,2.2,20.0,37.108497619628906,12.18162441253662,28.358497619628903,39.4420051574707,5.336750030517578,0.1389582902193069,204.44395446777344
14.103647,39.0,2018-07-13 00:00:00+00:00,37.96297398330963,-119.73556473997093,10.0,31.2,0.4784,9.3,25.0,28.62799835205078,13.202726364135742,22.386335372924805,44.54740905761719,2.77790641784668,0.2582499980926513,226.2588806152344
112.64424,118.0,2002-07-14 00:00:00+00:00,38.098487323315766,-119.6343859243234,9.0,27.9,0.5087,7.0,23.0,22.522499084472656,16.873979568481445,22.33916473388672,56.10690689086914,1.9003212451934812,0.2109166830778122,208.4037628173828
11.73746,2.0,2013-03-17 00:00:00+00:00,38.1344589518728,-120.30120208550846,1.0,14.9,0.7086,12.5,38.0,17.4685001373291,14.186923027038574,11.878918647766112,53.20439147949219,1.3419814109802246,0.3016666769981384,358.0182800292969
512.43353,7.0,2015-02-06 00:00:00+00:00,38.2256490564951,-119.22739968382184,10.0,18.5,0.2255,6.6,2.0,10.488000869750977,28.772987365722656,2.871333122253418,46.23948669433594,0.8905985355377197,0.4317083656787872,187.21728515625
28.504213,1.0,2008-07-15 00:00:00+00:00,38.3972628180796,-119.8363684887959,10.0,28.3,0.5643,23.1,13.0,23.07000160217285,14.471820831298828,15.76791763305664,55.09511947631836,2.285294532775879,0.2955416738986969,250.6924285888672
36.33651,0.0,2008-03-05 00:00:00+00:00,38.32341910413204,-120.57265472887764,1.0,16.1,0.7203,9.6,57.0,15.748499870300291,17.992795944213867,9.50683307647705,49.98129653930664,1.1927300691604614,0.3455417156219482,55.01908874511719
21.48666,1.0,2019-07-15 00:00:00+00:00,38.73288380557463,-119.771268251209,9.0,33.4,0.2993,6.1,5.0,28.286001205444336,17.373497009277344,23.433916091918945,28.838836669921875,3.318418502807617,0.2243333607912063,240.0369415283203
4.3660474,182.0,2020-02-29 00:00:00+00:00,39.01634256706895,-122.61741833487324,8.0,15.5,0.563,6.2,24.0,19.623998641967773,22.34611320495605,12.655250549316406,68.4407730102539,1.557064652442932,0.153166651725769,260.32061767578125
15.628776,0.0,2017-07-15 00:00:00+00:00,39.36100388036075,-122.4471884711948,7.0,47.1,0.3592,0.3,9.0,37.16349792480469,14.404499053955078,31.255165100097656,30.350339889526367,5.22755241394043,0.1284166574478149,87.20741271972656
155.27298,4.0,2020-03-02 00:00:00+00:00,39.74833627661945,-122.38382912890734,10.0,22.1,0.344,2.8,5.0,21.95199966430664,31.706579208374023,14.345749855041504,17.553464889526367,2.0908868312835693,0.0129583328962326,350.3702087402344
21.912743,0.0,2020-03-13 00:00:00+00:00,39.8830504914979,-122.63192752214866,7.0,26.1,0.5438,8.4,20.0,21.67099952697754,15.003839492797852,14.275168418884276,24.901079177856445,2.199000120162964,0.2461249679327011,328.2079467773437
215.52551,7.0,2020-02-25 00:00:00+00:00,39.75264189206657,-122.92128509667936,1.0,14.1,0.6921,10.0,51.0,16.498001098632812,9.359999656677246,2.560499668121338,49.11744689941406,1.4590122699737549,0.2945416867733001,63.336727142333984
22.16579,0.0,2013-07-14 00:00:00+00:00,40.20994854330773,-123.74942934187575,8.0,32.4,0.3299,23.0,11.0,30.423999786376957,9.746630668640137,21.94066619873047,44.92897033691406,3.524960994720459,0.1487083286046981,329.7435607910156
43.341698,0.0,2021-07-14 00:00:00+00:00,40.232485923778455,-122.6104637504818,9.0,49.3,0.2948,0.4,12.0,38.07950210571289,16.981164932250977,34.291996002197266,24.925073623657227,5.844054698944092,0.1630000472068786,138.24264526367188
181.44044,1.0,2020-02-22 00:00:00+00:00,40.33308964716485,-122.86017230537168,8.0,18.3,0.3173,5.7,22.0,20.465499877929688,16.93531036376953,11.130081176757812,36.9702262878418,1.941349744796753,0.2757916748523712,268.0353088378906
154.48994,5.0,2009-07-15 00:00:00+00:00,39.692870138683965,-120.9310523459834,8.0,29.7,0.5676,3.5,23.0,30.22300148010254,14.773163795471191,21.42716789245605,27.56142234802246,3.7184112071990967,0.2686667144298553,201.1613006591797
24.432167,1.0,2009-07-15 00:00:00+00:00,39.82727237894653,-121.55541846616228,1.0,34.2,0.7331,1.5,45.0,36.5364990234375,12.39780616760254,29.2864990234375,16.76270294189453,5.672799110412598,0.1389166265726089,140.6359405517578
10.366564,0.0,2011-02-13 00:00:00+00:00,39.93922084591563,-121.58090114164122,1.0,13.8,0.8195,5.7,57.0,14.610000610351562,14.404499053955078,7.120416641235352,50.44615173339844,1.180296540260315,0.3151250183582306,151.26654052734375
963405.44,103.0,2021-07-14 00:00:00+00:00,40.21080991216336,-121.04625851551673,8.0,33.0,0.6345,3.6,20.0,31.587501525878903,16.363178253173828,22.89375114440918,15.968907356262209,4.166736125946045,0.252249926328659,219.68316650390625
114.02966,,2000-07-15 00:00:00+00:00,40.39993322871644,-120.7775436542434,,33.3,0.2557,9.1,4.0,29.065000534057617,15.62997055053711,20.74416732788086,30.05406379699707,3.664532661437988,0.2666249573230743,229.9544677734375
16.441874,0.0,2016-07-15 00:00:00+00:00,40.39125334085189,-122.13466877301542,10.0,49.7,0.2089,0.8,4.0,38.220497131347656,12.722829818725586,31.50174903869629,19.374778747558597,6.092441082000732,0.1089999750256538,144.35545349121094
15.156711,0.0,2015-02-23 00:00:00+00:00,40.61675124852072,-121.86152389355,1.0,10.4,0.7477,7.6,54.0,11.509499549865724,24.79822540283203,7.724082946777344,29.03327751159668,1.0752968788146973,0.3116250038146972,32.870887756347656
21.04706,0.0,2004-07-16 00:00:00+00:00,40.68196622731097,-122.0367362609704,8.0,44.2,0.5585,10.4,22.0,34.80000305175781,9.726664543151855,25.44583320617676,25.10942268371582,4.980450630187988,0.1370000094175338,161.3720703125
56.61373,110.0,2018-07-15 00:00:00+00:00,40.84197912429185,-121.33719962303388,10.0,34.2,0.2914,2.0,9.0,31.79199981689453,12.682018280029297,24.264915466308597,35.323116302490234,3.744070053100586,0.2422499656677246,316.22625732421875
1262.497,10.0,2024-07-13 00:00:00+00:00,40.897990534967086,-121.13774863928808,10.0,47.7,0.3977,2.3,19.0,36.73200225830078,22.38377952575684,31.519500732421875,15.809659004211426,5.736939907073975,0.2206666618585586,227.3037872314453
41.53341,9.0,2024-07-13 00:00:00+00:00,40.90700477204803,-121.17751507094592,10.0,42.5,0.4188,3.6,11.0,37.53100204467773,20.945072174072266,32.98308563232422,14.902195930480955,6.031586170196533,0.2210000157356262,235.48178100585935
57.03822,3.0,2018-07-15 00:00:00+00:00,40.93438809337791,-121.12957094375412,10.0,35.8,0.2612,2.5,7.0,31.72100067138672,16.750640869140625,28.47516822814941,36.46197891235352,3.839705467224121,0.2187499552965164,280.8734741210937
76.45523,6.0,2018-07-15 00:00:00+00:00,40.95684867696619,-121.27231299177896,10.0,33.8,0.3133,1.9,9.0,34.85649871826172,18.003599166870117,31.633583068847656,30.75450134277344,4.683980464935303,0.239291712641716,279.4889831542969
9.685986,5.0,2018-07-15 00:00:00+00:00,41.006967826157485,-121.1574825453843,10.0,33.8,0.3085,2.6,11.0,34.24550247192383,16.263872146606445,29.439254760742188,30.82620048522949,4.556225299835205,0.233458325266838,267.71649169921875
101.76656,1.0,2020-02-17 00:00:00+00:00,39.66839647941824,-120.34841101896336,10.0,17.2,0.3632,6.7,21.0,10.69849967956543,12.261157035827637,2.8484995365142822,62.42721939086914,0.8649005889892578,0.3987500369548797,345.9646911621094
54.357285,0.0,2020-02-23 00:00:00+00:00,40.644979341787554,-120.5199416669892,10.0,14.3,0.1987,6.1,5.0,11.529500007629396,22.35481071472168,4.200333118438721,49.83882522583008,0.9245237708091736,0.2360000014305114,314.8638610839844
168.81552,1.0,2007-02-17 00:00:00+00:00,40.52160898352748,-120.04395201600715,10.0,18.5,0.1065,7.7,1.0,12.30150032043457,14.51206398010254,4.822333335876465,75.30400848388672,0.6455283761024475,0.2533750236034393,28.25269889831543
20.080582,6.0,2002-07-14 00:00:00+00:00,41.14669251089498,-120.66330679701028,9.0,35.5,0.5533,6.6,39.0,29.65049934387207,16.39482879638672,26.10675048828125,41.125823974609375,3.246021509170532,0.1255416721105575,218.4080047607422
16.129719,1.0,2001-07-14 00:00:00+00:00,41.46585026696062,-120.33161560800664,10.0,40.6,0.4257,6.9,15.0,25.555500030517575,9.793058395385742,21.22633552551269,40.295677185058594,2.693510770797729,0.1634166836738586,278.50177001953125
52.75735,20.0,2018-07-14 00:00:00+00:00,41.51563933520394,-120.68247071503605,10.0,45.4,0.2092,1.9,1.0,32.156002044677734,16.923830032348633,31.4372501373291,28.120439529418945,4.011438846588135,0.0259166583418846,267.19842529296875
21.962833,1.0,2021-02-24 00:00:00+00:00,41.56078899423773,-120.53999539238777,10.0,3.7,0.2567,7.4,3.0,7.839999675750732,20.63022994995117,2.1733334064483643,65.75811004638672,0.6958573460578918,0.1850833445787429,8.481528282165527
65.7382,1.0,2012-07-15 00:00:00+00:00,41.92841809084982,-120.05980468577012,10.0,44.4,0.365,15.2,6.0,27.472000122070312,18.709611892700195,25.88658142089844,40.11362838745117,2.9090049266815186,0.2529999315738678,280.7698974609375
303.66998,6.0,2022-07-14 00:00:00+00:00,40.45101337148702,-122.33081407790552,9.0,49.4,0.3749,0.1,10.0,39.72700119018555,15.716793060302734,31.585329055786133,23.299192428588867,6.732636451721191,0.1389999538660049,140.46026611328125
9.843405,2.0,2001-03-18 00:00:00+00:00,40.453054688071205,-122.81092895133362,10.0,21.1,0.6395,9.9,41.0,19.56100082397461,10.13769245147705,9.808917045593262,72.9081039428711,1.423604965209961,0.4146666228771209,286.3409118652344
88.68606,0.0,2022-03-04 00:00:00+00:00,40.66943339703422,-122.4130503634735,8.0,17.2,0.6628,7.5,12.0,14.80049991607666,23.58480834960937,12.287999153137209,50.0328369140625,1.239447832107544,0.2841249406337738,327.7860107421875
8.4357,0.0,2010-07-16 00:00:00+00:00,40.73870699745312,-122.99854444197166,7.0,39.2,0.401,5.3,7.0,38.91050338745117,8.20926284790039,28.92091560363769,41.729190826416016,5.869704246520996,0.2557916939258575,244.7989196777344
31.464485,34.0,2022-03-11 00:00:00+00:00,40.83157537767806,-123.11547719499616,1.0,12.8,0.7643,9.3,52.0,18.51799964904785,6.489992141723633,4.026332378387451,30.81882667541504,1.7277175188064575,0.3550833463668823,19.025714874267575
15.425618,5.0,2018-07-14 00:00:00+00:00,40.863320170195394,-120.96088310088894,10.0,41.4,0.2794,2.8,3.0,32.066497802734375,12.53813362121582,25.604001998901367,30.385541915893555,3.862101793289185,0.2459999471902847,305.9151306152344
30.369024,7.0,2018-07-15 00:00:00+00:00,41.05506328449837,-121.04123669045671,10.0,36.2,0.3491,2.1,14.0,33.54600143432617,14.021525382995604,27.606414794921875,33.500389099121094,4.350056171417236,0.2504167258739471,281.4965209960937
13.274441,0.0,2020-02-26 00:00:00+00:00,40.8556605974998,-121.92829692497176,8.0,20.3,0.5198,7.1,32.0,18.69099998474121,19.353139877319336,9.793084144592283,43.55781555175781,1.5962870121002195,0.3645833432674408,46.43202590942383
17.334587,14.0,2014-07-15 00:00:00+00:00,41.375033922285695,-121.54776940468732,8.0,27.6,0.4889,8.5,33.0,36.47200012207031,17.61058807373047,27.799081802368164,28.87747383117676,5.371941566467285,0.2466249465942382,257.6861267089844
11.034623,2.0,2024-07-15 00:00:00+00:00,41.311201198111554,-121.07367245149024,9.0,45.9,0.3231,3.4,10.0,32.26250076293945,17.709657669067383,26.624998092651367,29.655258178710938,4.226155757904053,0.2479999214410781,255.96376037597656
1193.3157,52.0,2011-07-15 00:00:00+00:00,41.76186304822432,-121.35159210993348,10.0,48.8,0.2248,5.4,5.0,26.577999114990234,13.104198455810549,24.51966667175293,38.33416366577149,2.8964507579803467,0.0357500053942203,260.3013610839844
299.61472,2.0,2024-07-15 00:00:00+00:00,41.78816276880186,-121.36170940783278,10.0,44.4,0.2383,1.6,2.0,33.4890022277832,14.79945945739746,31.31816673278809,27.09467124938965,4.499241352081299,0.0294166598469018,221.14122009277344
1417.5349,52.0,2011-07-15 00:00:00+00:00,41.79368089684485,-121.36337525985134,10.0,46.4,0.27,5.1,5.0,26.19599914550781,13.104198455810549,23.57933616638184,39.46607971191406,2.796595573425293,0.0416249930858612,260.3013610839844
15.267551,1.0,2018-07-15 00:00:00+00:00,41.32459572386979,-123.85553745483784,1.0,26.2,0.5721,17.6,25.0,24.738500595092773,10.483357429504396,20.02808380126953,72.25984954833984,1.5774917602539062,0.163708359003067,303.9214782714844
12.582724,0.0,2022-03-12 00:00:00+00:00,41.44840706317078,-122.3723771690756,8.0,16.1,0.534,5.2,33.0,16.13599967956543,25.56253433227539,6.367249965667725,44.11604690551758,1.121603012084961,0.2828333675861358,179.7349853515625
3023.0232,8.0,2006-02-24 00:00:00+00:00,41.51073234698918,-122.31405710284862,10.0,14.0,0.3954,8.2,6.0,11.885499954223633,6.924737930297852,0.9625833630561828,52.2128791809082,0.943345069885254,0.3780416250228882,182.1437530517578
63.385395,0.0,2004-03-18 00:00:00+00:00,41.52873556367943,-122.63015291248335,8.0,20.9,0.3807,4.7,8.0,17.19499969482422,15.91346549987793,1.6554168462753296,63.7011604309082,1.333221435546875,0.4140417277812958,245.79074096679688
3.2861552,0.0,2012-03-10 00:00:00+00:00,41.559017005643945,-122.72766758104152,8.0,17.4,0.5017,8.2,34.0,14.937000274658203,10.85386562347412,1.5265833139419556,56.5628547668457,1.1982249021530151,0.4076666831970215,238.7449493408203
1.8941436,0.0,2022-03-07 00:00:00+00:00,41.64295950193606,-123.0033265966627,8.0,10.1,0.5467,5.7,25.0,15.29300022125244,12.81923484802246,3.290916681289673,54.300411224365234,1.3022232055664062,0.4199166297912597,337.9808959960937
2.8024895,0.0,2020-02-27 00:00:00+00:00,41.62571740175276,-122.5875650708444,10.0,13.8,0.4073,5.9,17.0,15.340999603271484,10.315114974975586,5.240999698638916,61.00631713867188,1.0701003074645996,0.213416650891304,310.50274658203125
223.86359,5.0,2018-07-15 00:00:00+00:00,41.69747558383723,-122.47456614398132,10.0,40.0,0.3029,2.1,9.0,35.71049880981445,13.755579948425291,31.82508087158203,23.305992126464844,4.888571262359619,0.1189999803900718,324.770751953125
7.5725226,0.0,2011-02-13 00:00:00+00:00,41.70009821515298,-122.50733971915976,10.0,15.5,0.3056,6.9,6.0,12.655500411987305,13.32486343383789,3.1555004119873047,61.18389892578125,1.036555528640747,0.3202916979789734,165.3111572265625
5.7481575,0.0,2007-01-25 00:00:00+00:00,41.6731426042552,-122.62489772861208,10.0,7.1,0.3032,6.2,4.0,12.295499801635742,8.496304512023926,0.1205000057816505,53.794376373291016,0.9388359785079956,0.4828748703002929,108.1781005859375
109.10317,2.0,2024-07-15 00:00:00+00:00,41.77632824827182,-122.30929277297996,10.0,43.2,0.325,2.6,7.0,31.29150009155273,14.241628646850586,26.6352481842041,25.97187614440918,3.913748025894165,0.135000005364418,215.7456970214844
4.5321383,0.0,2012-07-14 00:00:00+00:00,41.77401114644207,-122.58141388822912,10.0,45.1,0.2974,5.6,5.0,33.10749816894531,15.379205703735352,26.253332138061523,34.870121002197266,4.184739589691162,0.1649999767541885,325.16558837890625
101.78449,0.0,2024-07-15 00:00:00+00:00,41.78895774903527,-122.50615250442108,10.0,50.4,0.2597,2.5,2.0,35.777000427246094,16.087610244750977,30.81241607666016,27.496828079223636,5.16672945022583,0.1296666711568832,82.49539947509766
113.43159,2.0,2022-03-12 00:00:00+00:00,41.88243094004291,-121.84895006319992,10.0,14.4,0.3655,5.8,13.0,11.994500160217283,23.0849552154541,2.3799166679382324,45.66393661499024,1.1072784662246704,0.0967083275318145,192.94073486328125
12.384275,0.0,2006-02-07 00:00:00+00:00,41.93721938545468,-121.82518533196507,10.0,5.0,0.2888,7.4,5.0,10.54599952697754,6.489992141723633,1.1043332815170288,65.67232513427734,0.7712012529373169,0.3967500030994415,85.34459686279297
10.176378,0.0,2012-03-08 00:00:00+00:00,41.79953401802385,-122.3690835295954,10.0,18.0,0.3131,8.4,3.0,17.270999908447266,7.127635955810547,1.1647499799728394,46.26308822631836,1.529798984527588,0.3967499732971191,73.07238006591797
11.28721,0.0,2010-07-16 00:00:00+00:00,41.87178302905826,-122.4288357269653,10.0,52.0,0.2704,3.3,3.0,35.74150085449219,10.948972702026367,28.253999710083008,30.609130859375,4.912943363189697,0.2049999684095382,301.7786865234375
12.398717,0.0,2018-02-02 00:00:00+00:00,42.002676530800414,-121.92089295684742,10.0,12.8,0.2854,7.3,9.0,13.548999786376951,14.5610990524292,2.3448331356048584,77.87177276611328,0.7218786478042603,0.3054582774639129,273.8878173828125
